sortId,link,status,comment_count,actual_count,备注
240,https://www.indiegogo.com//projects/hubblo-px6-360-3d-4k-vr-broadcasting-platform-camera#/,pending,0,0,
241,https://www.indiegogo.com//projects/want3d-turn-your-smartphone-into-a-3d-camera#/,pending,0,0,
242,https://www.indiegogo.com//projects/youtuber-must-have-item#/,pending,0,0,
243,https://www.indiegogo.com//projects/saxon-s-first-camera#/,pending,0,0,
244,https://www.indiegogo.com//projects/blink-camera-lens-caps#/,pending,0,0,
245,https://www.indiegogo.com//projects/q-rig-hands-free-selfie-rig#/,pending,0,0,
246,https://www.indiegogo.com//projects/mcz-carbon-fibre-prop-for-dji-mavic-pro#/,pending,0,0,
247,https://www.indiegogo.com//projects/insta-ring#/,pending,0,0,
248,https://www.indiegogo.com//projects/tiptlt-sport-camera-gimbal-leveler-pivot#/,pending,0,0,
249,https://www.indiegogo.com//projects/aktiv-the-most-affordable-action-camera#/,pending,0,0,
250,https://www.indiegogo.com//projects/vany-a-light-for-chats-smartphone-photography#/,pending,0,0,
251,https://www.indiegogo.com//projects/blumoth-when-your-camera-meets-your-smartphone#/,pending,0,0,
252,https://www.indiegogo.com//projects/aioto-go-the-smartest-4g-ai-security-camera--3#/,pending,0,0,
253,https://www.indiegogo.com//projects/the-verite-handle#/,pending,0,0,
254,https://www.indiegogo.com//projects/power-hub-and-film-collaboration-by-filmeer#/,pending,0,0,
255,https://www.indiegogo.com//projects/transform-your-ipad-or-tablet-into-a-video-rig#/,pending,0,0,
256,https://www.indiegogo.com//projects/pocket-world-s-lightest-phone-stabilizer#/,pending,0,0,
257,https://www.indiegogo.com//projects/seabird-the-most-affordable-true-4k-action-camera#/,pending,0,0,
258,https://www.indiegogo.com//projects/toy-selection-is-another-way-to-use-ai#/,pending,0,0,
259,https://www.indiegogo.com//projects/online-learning-software-at-an-affordable-price#/,pending,0,0,
260,https://www.indiegogo.com//projects/metacalc-the-first-ever-touchscreen-calculator--2#/,pending,0,0,
261,https://www.indiegogo.com//projects/creative-wealth-now-small-business-app#/,pending,0,0,
262,https://www.indiegogo.com//projects/turn-a-word--2#/,pending,0,0,
263,https://www.indiegogo.com//projects/watchx-accessories-tools-for-next-generation#/,pending,0,0,
264,https://www.indiegogo.com//projects/reading-pacers#/,pending,0,0,
265,https://www.indiegogo.com//projects/low-income-kids-hockey-gear-and-lessons#/,pending,0,0,
266,https://www.indiegogo.com//projects/teaching-the-world-to-read-english--2#/,pending,0,0,
267,https://www.indiegogo.com//projects/help-underserved-youths-access-quality-education#/,pending,0,0,
268,https://www.indiegogo.com//projects/little-dragon-emotional-learning#/,pending,0,0,
269,https://www.indiegogo.com//projects/cycling-through-africa#/,pending,0,0,
270,https://www.indiegogo.com//projects/a-brazilian-getting-his-masters-degree-in-sweden--3#/,pending,0,0,
271,https://www.indiegogo.com//projects/bringing-families-together--2#/,pending,0,0,
272,https://www.indiegogo.com//projects/elevar-calidad-de-vida-de-mis-hijas#/,pending,0,0,
273,https://www.indiegogo.com//projects/support-indian-football#/,pending,0,0,
274,https://www.indiegogo.com//projects/kenya-to-new-york-college-fees#/,pending,0,0,
275,https://www.indiegogo.com//projects/school-for-new-generation#/,pending,0,0,
276,https://www.indiegogo.com//projects/programa#/,pending,0,0,
277,https://www.indiegogo.com//projects/redefining-wealth-in-real-estate-investment#/,pending,0,0,
278,https://www.indiegogo.com//projects/huntington-tutoring-center#/,pending,0,0,
279,https://www.indiegogo.com//projects/back-to-school-balaka-stand-up#/,pending,0,0,
280,https://www.indiegogo.com//projects/mylanguage-pro--2#/,pending,0,0,
281,https://www.indiegogo.com//projects/roclok-mini-smurf-3d-printer#/,pending,0,0,
282,https://www.indiegogo.com//projects/empower-warel-getting-into-college#/,pending,0,0,
283,https://www.indiegogo.com//projects/time2bsmart-com#/,pending,0,0,
284,https://www.indiegogo.com//projects/virtual-reality-app-for-people-on-the-spectrum#/,pending,0,0,
285,https://www.indiegogo.com//projects/help-leasia-get-to-berklee#/,pending,0,0,
286,https://www.indiegogo.com//projects/reprogramming-your-brain-to-success#/,pending,0,0,
287,https://www.indiegogo.com//projects/tsc-talks-cbd-medical-cannabis-safety-testing#/,pending,0,0,
288,https://www.indiegogo.com//projects/year-13#/,pending,0,0,
289,https://www.indiegogo.com//projects/voiceover-dub-service-17-languages#/,pending,0,0,
290,https://www.indiegogo.com//projects/ylitzer-your-free-news#/,pending,0,0,
291,https://www.indiegogo.com//projects/help-us-spread-the-word-of-god-to-young#/,pending,0,0,
292,https://www.indiegogo.com//projects/taikosource-documentation-project-tokyo-festivals#/,pending,0,0,
293,https://www.indiegogo.com//projects/spell-a-cadabra-campaign#/,pending,0,0,
294,https://www.indiegogo.com//projects/medunarodna-matematicka-olimpijada-u-hrvatskoj#/,pending,0,0,
295,https://www.indiegogo.com//projects/polymath-protocol#/,pending,0,0,
296,https://www.indiegogo.com//projects/sailing-certification#/,pending,0,0,
297,https://www.indiegogo.com//projects/help-kul-pong-klub-get-their-dream-workspace#/,pending,0,0,
298,https://www.indiegogo.com//projects/sps-usm-zone-10#/,pending,0,0,
299,https://www.indiegogo.com//projects/film-game-4k-resolution-3d-vr-content#/,pending,0,0,
300,https://www.indiegogo.com//projects/learnconnect-connects-students-in-same-majors#/,pending,0,0,
301,https://www.indiegogo.com//projects/jein-smart-educational-platform#/,pending,0,0,
302,https://www.indiegogo.com//projects/the-1862-project#/,pending,0,0,
303,https://www.indiegogo.com//projects/future-kids-now#/,pending,0,0,
304,https://www.indiegogo.com//projects/confidence-cards-for-kids#/,pending,0,0,
305,https://www.indiegogo.com//projects/the-pocket-learner-reading-without-boundaries#/,pending,0,0,
306,https://www.indiegogo.com//projects/andrew-jasko-oxford-indian-spirituality-studies#/,pending,0,0,
307,https://www.indiegogo.com//projects/sounds-are-important#/,pending,0,0,
308,https://www.indiegogo.com//projects/book-a-holiday-on-the-gc-help-families-in-need#/,pending,0,0,
309,https://www.indiegogo.com//projects/help-a-law-student-get-through-his-final-year#/,pending,0,0,
310,https://www.indiegogo.com//projects/online-church#/,pending,0,0,
311,https://www.indiegogo.com//projects/1000-cisco-ccent-ccna-exam-questions-and-labs#/,pending,0,0,
312,https://www.indiegogo.com//projects/experiential-learning-for-educators-students#/,pending,0,0,
313,https://www.indiegogo.com//projects/radio-king-academy-2018#/,pending,0,0,
314,https://www.indiegogo.com//projects/starmap-light-your-home-of-starlight--3#/,pending,0,0,
315,https://www.indiegogo.com//projects/donatetotalent#/,pending,0,0,
316,https://www.indiegogo.com//projects/the-radical-magazine#/,pending,0,0,
317,https://www.indiegogo.com//projects/startup-weekend-build-your-own-space-business#/,pending,0,0,
318,https://www.indiegogo.com//projects/inspire-innovate-i-invest-nat-l-biz-competition#/,pending,0,0,
319,https://www.indiegogo.com//projects/keeping-field-service-news-alive#/,pending,0,0,
320,https://www.indiegogo.com//projects/common-unity-coloring-book#/,pending,0,0,
321,https://www.indiegogo.com//projects/solveitnow-maths-problem-solving-made-easy#/,pending,0,0,
322,https://www.indiegogo.com//projects/book-finding-your-passions-purpose-and-power#/,pending,0,0,
323,https://www.indiegogo.com//projects/help-us-build-a-creative-arts-live-in-community#/,pending,0,0,
324,https://www.indiegogo.com//projects/save-gaza-students-future#/,pending,0,0,
